AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBP
2,2,2,1,15,0,11,3,1,0,0,10,10,10,6,10,0,6,0,4,232,22,145,71,70,65,82,112,67,45,5,5,5,1,3,0.45,24,24,24,10,0
1,1,1,1,12,0,6,5,2,0,1,19,19,19,10,19,1,2,2,14,321,25,166,67,87,131,87,118,62,56,3,3,6,1,1,0.79,28,28,32,19,1
1,1,1,1,8,0,7,0,2,2,0,28,29,27,2,29,3,2,1,23,313,34,249,112,135,31,142,199,113,86,8,5,8,5,4,0.12,55,51,55,32,0
2,2,3,1,14,1,10,2,1,0,0,4,4,4,3,4,0,0,3,1,96,11,54,16,32,32,23,33,15,18,4,4,6,1,1,0.59,11,11,13,4,0
2,2,2,1,16,0,16,0,1,0,0,17,18,16,0,16,0,2,2,12,340,20,293,111,214,34,231,270,121,149,5,5,5,1,3,0.12,40,40,41,17,0
2,2,2,1,12,0,10,2,1,0,0,13,13,13,6,13,0,0,4,9,244,19,156,52,93,82,86,117,49,68,5,5,5,1,2,0.53,26,26,28,13,0
1,1,1,1,19,2,15,1,2,8,0,44,44,26,0,34,0,0,9,25,918,125,690,222,539,105,513,590,230,360,6,6,6,1,5,0.15,70,70,71,44,1
2,2,2,1,22,1,20,1,1,1,0,4,4,3,0,4,1,0,0,3,129,11,98,43,63,21,77,93,49,44,4,4,4,1,3,0.21,11,11,11,4,0
1,1,1,1,5,0,5,0,2,1,1,24,27,4,0,5,1,0,3,1,194,23,151,52,111,20,94,103,48,55,3,3,4,1,2,0.13,30,30,32,24,0
1,1,1,1,4,0,4,0,1,0,0,4,4,4,2,4,0,0,2,2,58,8,27,12,9,23,10,17,9,8,2,2,2,1,1,0.85,6,6,6,4,0
1,1,1,1,17,1,15,0,1,1,0,82,83,52,0,53,0,2,1,50,1413,149,1166,301,857,104,727,932,335,597,9,8,9,3,6,0.09,161,157,161,84,0
1,1,1,1,4,0,3,0,1,0,0,7,7,7,3,7,0,0,1,6,70,10,39,18,14,21,18,28,17,11,3,3,4,1,2,0.54,9,9,10,7,0
4,4,4,1,21,0,18,2,2,0,0,7,8,8,2,8,0,1,0,7,199,15,147,53,97,39,99,127,58,69,14,14,14,4,4,0.27,29,29,29,12,0
2,2,2,1,24,2,21,0,7,0,0,146,148,130,0,130,0,7,7,116,3694,454,3092,1067,2512,175,2545,2885,1155,1730,27,27,29,4,5,0.06,339,339,343,157,0
1,1,1,1,10,0,8,2,1,4,8,9,9,5,0,9,0,0,1,8,165,13,106,48,54,46,71,87,47,40,2,2,2,1,2,0.43,13,13,13,9,0
1,1,1,1,16,1,14,1,5,1,1,23,23,17,0,18,0,2,5,11,428,53,327,119,232,48,187,224,117,107,8,8,8,1,4,0.15,41,41,45,23,0
0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,31,3,7,6,0,21,5,6,6,0,0,0,0,0,0,3,0,0,0,0,0
1,1,1,1,3,0,3,0,1,0,0,5,5,5,1,5,0,0,0,5,52,7,28,17,6,17,11,17,12,5,2,2,2,1,0,0.61,6,6,6,5,0
2,2,2,1,14,0,12,2,2,0,2,7,7,7,4,7,0,0,2,5,148,16,99,34,61,34,49,69,32,37,10,10,10,6,4,0.34,18,18,19,12,0
2,2,2,1,13,0,12,0,3,1,3,25,26,25,5,26,1,0,13,12,428,45,341,153,187,43,140,202,99,103,19,19,26,10,2,0.13,59,59,70,36,0
2,2,2,1,19,1,16,1,3,1,1,87,92,68,0,69,1,7,17,44,1747,223,1386,405,1022,138,743,934,403,531,15,15,19,8,4,0.1,212,211,236,111,1
1,1,1,1,3,0,3,0,1,0,0,6,7,7,3,7,0,0,1,6,66,11,39,24,8,16,19,26,18,8,1,1,1,1,0,0.41,6,6,6,6,0
3,3,3,1,41,5,32,3,1,0,0,8,11,11,0,11,0,2,3,6,391,58,293,132,210,43,199,235,131,104,7,7,7,1,2,0.15,29,29,29,8,0
1,1,1,1,13,1,11,1,12,0,2,69,71,68,9,68,3,2,8,55,987,117,777,234,495,101,403,523,236,287,13,13,13,3,6,0.13,107,107,112,73,1
1,1,1,1,16,0,15,0,1,0,0,65,65,40,0,40,0,4,1,35,1143,77,998,297,710,68,544,717,277,440,12,12,14,4,6,0.07,115,115,119,75,1
1,1,1,1,5,0,5,0,1,0,0,5,5,5,0,5,0,0,5,0,72,7,45,28,12,20,19,26,18,8,2,2,2,1,1,0.44,6,6,6,5,0
1,1,1,1,12,0,11,0,1,0,0,7,7,7,0,7,0,0,5,2,139,15,101,58,50,23,59,71,47,24,3,3,3,1,1,0.23,12,12,12,7,0
2,2,2,1,20,0,19,1,1,0,0,9,9,9,0,9,0,0,5,4,241,17,195,81,133,29,95,113,65,48,4,4,4,1,1,0.15,18,18,18,9,1
1,1,1,1,4,0,4,0,7,0,1,30,30,32,4,32,6,0,17,9,228,31,177,89,59,20,71,104,65,39,3,3,3,3,2,0.11,34,34,34,32,0
1,1,1,1,11,0,10,0,2,0,0,9,10,10,1,10,0,1,1,8,150,17,113,44,64,21,65,80,44,36,8,8,8,1,1,0.19,16,16,16,9,0
2,2,2,1,19,1,16,1,4,0,0,15,16,14,6,14,0,2,1,11,341,37,263,91,173,44,168,203,93,110,8,8,9,5,3,0.17,34,34,35,23,0
3,3,3,1,20,1,18,0,3,1,0,33,33,26,2,27,0,8,0,19,773,86,634,232,441,57,473,576,265,311,17,17,17,6,5,0.09,104,104,104,40,1
2,2,2,1,13,0,12,1,6,3,2,33,36,30,5,33,0,0,8,25,581,49,474,166,309,72,234,304,168,136,7,7,7,1,3,0.15,69,69,69,33,0
2,2,2,1,14,0,13,0,26,0,0,59,59,59,2,59,1,2,2,54,862,57,742,218,533,63,442,571,280,291,13,13,14,3,3,0.08,141,139,142,61,1
1,1,1,1,4,0,3,1,1,0,0,5,5,5,1,5,0,0,0,5,63,8,28,14,7,27,10,17,10,7,2,2,2,1,1,0.96,6,6,6,5,0
3,3,3,1,22,1,19,1,11,0,1,71,71,71,0,71,0,12,2,57,1411,147,1177,274,861,87,636,852,340,512,58,58,60,9,4,0.07,214,214,230,102,0
2,2,3,1,54,4,43,6,8,3,1,35,35,32,2,35,0,0,7,28,1613,135,1290,282,1112,189,1018,1095,281,814,19,19,27,3,5,0.15,71,71,132,37,1
4,4,5,1,20,1,18,1,3,0,0,15,28,30,5,30,0,2,20,8,411,49,326,104,200,38,186,252,111,141,23,23,27,7,7,0.12,67,67,76,29,0
2,1,2,1,22,0,20,1,5,0,0,28,29,22,0,22,0,1,5,16,652,46,550,145,435,56,255,304,139,165,21,12,21,1,3,0.1,63,54,67,28,0
1,1,1,1,28,0,27,0,1,0,0,21,29,29,0,29,0,1,9,19,665,32,589,254,522,45,453,483,251,232,7,7,12,7,3,0.08,31,29,36,27,0
10,7,10,1,75,1,57,17,1,5,5,6,7,2,0,7,2,1,1,3,524,20,378,86,269,126,196,245,75,170,21,21,25,1,7,0.33,61,47,65,6,0
1,1,1,1,4,0,4,0,11,0,0,26,26,28,11,28,0,0,0,28,189,24,149,68,57,16,52,81,45,36,3,3,3,1,2,0.11,35,35,35,26,0
1,1,1,1,4,0,3,1,1,0,0,11,11,11,0,11,0,0,0,11,91,13,51,20,17,27,21,35,20,15,2,2,2,1,1,0.53,13,13,13,11,0
4,4,5,1,26,2,23,1,3,0,2,25,57,57,4,57,7,4,37,9,853,121,666,234,436,66,389,503,237,266,13,13,17,5,4,0.1,114,110,133,34,1
4,4,4,1,33,2,30,0,5,0,0,28,28,25,1,25,0,1,2,22,988,85,860,303,628,48,628,759,339,420,17,17,18,3,4,0.06,125,125,128,30,0
1,1,1,1,17,1,11,4,1,4,0,4,4,0,0,4,0,0,0,4,104,10,61,38,26,33,33,39,27,12,2,2,2,1,1,0.54,5,5,5,4,0
2,2,4,1,29,1,26,2,11,1,0,59,57,57,33,58,0,2,17,39,1904,134,1613,353,1289,157,1239,1407,367,1040,19,19,27,13,6,0.1,151,151,236,80,1
1,1,1,1,4,0,4,0,2,0,0,6,6,6,1,6,0,0,1,5,75,9,36,15,13,30,12,21,12,9,2,2,2,1,1,0.83,8,8,8,6,0
2,2,2,1,25,2,22,0,1,0,0,5,5,4,0,4,0,0,0,4,166,20,128,46,94,18,111,123,48,75,4,4,4,1,1,0.14,12,12,12,5,0
1,1,1,1,12,0,8,4,1,0,0,9,9,9,0,9,0,1,8,0,166,11,87,60,33,68,34,50,27,23,7,7,7,1,2,0.78,15,15,15,9,0
3,2,3,1,21,0,18,1,4,53,0,63,64,11,11,64,2,4,6,52,1536,121,1260,415,772,160,438,631,213,418,47,47,52,1,5,0.13,189,185,206,63,1
2,2,2,1,19,1,16,1,3,2,1,78,83,62,0,64,2,7,14,41,1570,203,1261,390,925,106,706,883,390,493,14,14,16,6,4,0.08,194,193,218,98,0
1,1,1,1,4,0,4,0,7,0,1,34,34,36,4,36,6,0,21,9,254,34,197,97,67,23,69,106,63,43,3,3,3,3,2,0.12,38,38,38,36,0
3,3,4,2,15,0,12,3,1,1,10,7,9,8,0,9,0,0,4,5,180,15,105,34,64,60,47,78,35,43,8,8,12,7,2,0.57,25,25,33,19,0
1,1,1,1,2,0,1,1,1,0,0,1,4,4,0,4,0,0,0,4,50,6,9,8,0,35,5,7,7,0,1,1,1,1,0,3.89,1,1,1,1,0
1,1,1,1,10,0,7,1,1,0,0,4,4,4,0,4,0,0,0,4,79,10,39,21,23,30,15,20,17,3,1,1,1,1,0,0.77,4,4,4,4,0
1,1,1,1,6,0,5,1,1,0,0,4,4,4,0,4,0,0,0,4,63,9,28,14,13,26,9,14,11,3,1,1,1,1,0,0.93,4,4,4,4,0
1,1,1,1,6,0,4,1,1,0,0,4,4,4,0,4,0,0,0,4,61,9,26,14,11,26,9,14,11,3,1,1,1,1,0,1,4,4,4,4,0
1,1,1,1,8,0,6,1,1,0,0,4,4,4,0,4,0,0,0,4,71,10,35,20,19,26,14,19,16,3,1,1,1,1,0,0.74,4,4,4,4,0
15,7,15,1,93,0,76,17,1,0,0,1,2,2,0,2,0,0,2,0,121,4,83,13,63,34,47,55,12,43,15,7,15,1,2,0.41,15,7,15,1,0
1,1,1,1,4,0,4,0,1,0,0,11,11,11,2,11,0,1,1,9,97,13,55,22,22,29,23,37,19,18,2,2,2,1,1,0.53,14,14,14,11,0
1,1,1,1,4,0,3,1,1,0,0,12,12,12,7,12,0,0,0,12,114,17,48,22,13,49,22,35,22,13,1,1,1,1,0,1.02,12,12,12,12,0
1,1,1,1,8,0,4,4,2,1,2,6,6,5,1,6,0,0,2,4,127,11,62,33,22,54,34,44,30,14,2,2,2,1,1,0.87,7,7,7,6,0
7,5,7,6,32,0,32,0,1,0,6,10,10,10,3,10,0,7,0,3,798,19,773,461,651,6,151,209,33,176,29,29,29,29,2,0.01,71,57,71,68,0
1,1,1,1,3,0,3,0,1,0,0,3,3,3,2,3,0,0,0,3,45,5,23,14,5,17,12,16,12,4,1,1,1,1,0,0.74,3,3,3,3,0
2,2,2,1,12,0,8,3,1,0,1,4,4,4,7,4,0,0,0,4,116,10,63,31,28,44,37,45,25,20,5,5,6,3,2,0.7,8,8,9,6,0
1,1,2,1,9,0,7,1,1,0,1,3,3,3,2,3,0,0,0,3,84,9,36,21,15,39,22,27,20,7,3,3,5,1,1,1.08,5,5,7,3,0
2,2,2,1,14,1,10,3,1,2,0,6,6,4,3,6,0,0,0,6,144,16,73,20,41,55,41,55,20,35,5,5,5,1,1,0.75,13,13,13,6,0
1,1,1,1,5,0,5,0,1,3,2,9,9,6,1,9,0,2,0,7,102,13,66,34,26,23,39,53,31,22,3,3,3,1,1,0.35,12,12,12,9,0
1,1,1,1,10,0,5,4,2,1,3,6,6,5,1,6,0,0,2,4,141,12,71,34,31,58,41,51,31,20,2,2,2,1,1,0.82,7,7,7,6,0
2,2,2,1,5,0,5,0,1,0,0,2,2,2,3,2,0,0,0,2,54,5,24,14,9,25,14,19,13,6,3,3,3,1,2,1.04,4,4,4,2,0
1,1,1,1,4,0,3,0,1,0,1,4,4,4,0,4,0,0,0,4,63,7,24,12,7,32,10,16,10,6,2,2,2,1,1,1.33,5,5,5,4,0
27,14,35,15,124,15,91,18,1,0,0,1,1,1,0,1,1,0,0,0,153,17,95,4,79,41,52,67,5,62,27,14,35,15,4,0.43,27,14,35,15,0
2,2,2,1,6,0,6,0,1,0,0,2,2,2,3,2,0,0,0,2,46,4,25,13,11,17,13,18,12,6,3,3,3,1,2,0.68,4,4,4,2,0
1,1,1,1,4,0,4,0,1,0,1,3,3,3,0,3,0,0,0,3,58,6,20,10,6,32,9,14,9,5,2,2,2,1,1,1.6,4,4,4,3,0
9,9,114,9,133,9,116,8,1,0,0,1,1,1,0,1,1,0,0,0,164,11,120,4,114,33,11,21,4,17,9,9,114,9,1,0.28,9,9,114,9,0
2,2,2,1,22,1,16,5,1,0,1,8,8,8,2,8,0,1,0,7,231,23,141,52,94,67,89,118,57,61,8,8,8,7,5,0.48,23,23,23,14,0
1,1,1,1,13,0,8,4,4,8,3,16,16,8,1,16,0,2,2,12,273,29,139,40,84,105,64,89,41,48,4,4,4,1,2,0.76,24,24,24,16,0
3,3,4,1,16,0,13,2,1,1,3,11,11,10,3,11,0,8,0,3,253,29,175,62,111,51,102,140,58,82,8,8,9,3,5,0.29,36,36,44,13,0
2,2,2,1,19,0,18,0,1,1,3,3,3,2,3,3,0,1,1,1,100,7,74,37,39,19,44,54,31,23,4,4,4,1,2,0.26,7,7,7,3,0
2,2,2,1,16,0,13,2,1,0,0,6,7,7,7,7,0,1,4,2,148,13,100,35,59,37,51,66,30,36,5,5,5,1,3,0.37,13,13,13,6,0
3,3,4,2,14,0,14,0,1,1,0,3,3,2,2,3,0,0,0,3,86,7,62,30,27,17,38,51,31,20,5,5,6,4,4,0.27,10,10,13,8,0
1,1,1,1,2,0,1,1,1,0,0,1,2,2,0,2,0,0,1,1,36,5,7,6,0,24,4,6,6,0,1,1,1,1,0,3.43,1,1,1,1,0
1,1,1,1,11,0,4,7,1,0,1,1,1,1,0,1,0,0,0,1,59,5,15,8,5,39,9,11,7,4,1,1,1,1,0,2.6,1,1,1,1,0
1,1,1,1,5,0,5,0,2,0,0,13,13,13,8,13,3,0,4,6,144,19,103,49,42,22,50,65,32,33,1,1,1,1,0,0.21,13,13,13,13,0
1,1,1,1,8,0,8,0,5,0,2,21,21,21,19,21,5,1,0,15,269,33,215,87,102,22,101,138,68,70,5,5,5,3,2,0.1,34,34,34,23,1
2,2,2,1,18,0,14,4,5,7,0,13,13,6,1,13,0,3,2,8,277,19,167,29,112,91,69,109,39,70,10,10,10,1,3,0.54,37,37,37,13,0
1,1,1,1,5,0,4,0,1,0,0,9,9,9,5,9,1,1,0,7,97,17,61,28,24,19,28,41,22,19,2,2,2,1,1,0.31,12,12,12,9,0
1,1,1,1,8,0,8,0,1,0,0,1,1,1,4,1,1,0,0,0,37,5,16,9,5,16,11,13,8,5,1,1,1,1,0,1,1,1,1,1,0
1,1,1,1,10,1,9,0,3,0,0,11,11,11,5,11,1,1,0,9,136,18,102,47,43,16,49,65,40,25,2,2,3,1,1,0.16,15,15,16,11,0
1,1,1,1,2,0,1,1,1,0,0,1,2,2,0,2,0,0,1,1,36,4,6,5,0,26,3,5,5,0,1,1,1,1,0,4.33,1,1,1,1,0
1,1,1,1,5,0,3,1,1,0,1,6,6,6,2,6,0,0,0,6,74,10,35,18,10,29,14,22,13,9,2,2,2,1,1,0.83,7,7,7,6,0
1,1,1,1,4,0,3,0,1,18,2,18,18,0,0,18,0,0,0,18,132,22,71,30,32,39,33,52,30,22,2,2,2,1,0,0.55,20,20,20,18,0
2,2,2,1,11,0,8,3,1,1,0,3,11,10,0,11,0,0,1,10,104,13,38,18,15,53,23,30,19,11,2,2,2,1,1,1.39,6,6,6,3,0
1,1,1,1,5,0,4,0,1,3,0,10,10,7,4,10,0,1,0,9,99,13,58,23,22,28,23,38,18,20,3,3,3,3,2,0.48,14,14,14,12,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,31,3,7,6,0,21,5,6,6,0,0,0,0,0,0,3,0,0,0,0,0
2,2,2,1,17,0,10,7,1,8,0,8,8,0,0,8,5,3,0,0,176,11,87,26,53,80,50,69,27,42,4,4,6,3,2,0.92,18,18,21,12,1
1,1,1,1,8,0,6,2,1,9,22,10,10,1,0,10,0,1,0,9,227,25,104,54,64,100,68,79,39,40,1,1,1,1,0,0.96,10,10,10,10,1
1,1,1,1,3,0,3,0,3,0,0,6,8,8,3,8,2,0,0,6,76,11,34,19,7,31,12,21,15,6,1,1,1,1,0,0.91,6,6,6,6,0
1,1,1,1,2,0,1,1,1,0,0,1,2,2,0,2,0,0,1,1,35,4,9,8,0,22,6,8,8,0,1,1,1,1,0,2.44,1,1,1,1,0
1,1,1,1,4,0,4,0,1,0,0,3,3,3,3,3,0,0,0,3,50,5,23,12,7,22,13,17,10,7,1,1,1,1,0,0.96,3,3,3,3,0
2,2,2,1,19,2,13,4,3,1,3,15,13,14,7,15,0,2,3,10,407,55,252,131,108,100,105,139,69,70,8,8,9,5,3,0.4,36,33,39,21,1
1,1,1,1,9,0,7,1,6,1,2,23,24,22,10,23,0,3,3,17,334,38,213,80,116,83,115,159,77,82,7,7,8,3,2,0.39,39,39,45,25,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,48,4,7,6,0,37,5,6,6,0,0,0,0,0,0,5.29,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,3,3,0,0,0,53,7,11,9,0,35,7,9,9,0,0,0,0,0,0,3.18,0,0,0,0,0
5,5,5,2,34,2,23,8,4,0,0,11,11,11,31,11,0,1,2,8,515,56,322,103,188,138,195,256,105,151,19,19,19,11,4,0.43,56,56,56,23,0
1,1,1,1,9,0,7,1,2,0,1,13,13,13,7,13,0,0,3,10,190,26,111,50,52,53,50,68,37,31,5,5,6,1,1,0.48,17,17,18,13,0
1,1,1,1,5,0,5,0,2,2,0,15,15,13,2,15,2,2,2,9,142,20,106,41,46,17,40,70,32,38,7,7,7,7,3,0.16,26,26,26,21,0
1,1,1,1,11,0,7,2,3,9,0,14,12,5,2,14,0,1,1,12,194,17,114,42,53,63,44,64,30,34,4,4,4,4,2,0.55,23,21,23,17,0
1,1,1,1,12,0,8,3,2,1,2,16,16,15,4,16,0,1,8,7,280,29,161,70,78,92,72,95,44,51,5,5,5,3,2,0.57,25,25,25,18,0
2,2,2,1,14,1,11,1,3,0,0,20,20,19,7,19,1,4,0,14,251,35,179,45,107,37,86,128,54,74,8,8,8,8,4,0.21,41,41,41,32,0
1,1,1,1,5,0,5,0,1,0,0,8,8,8,5,8,0,2,0,6,94,16,55,21,22,23,23,37,17,20,6,6,7,5,2,0.42,13,13,14,12,0
4,4,4,2,20,1,17,1,1,1,0,9,9,8,9,9,1,2,0,6,245,22,183,55,119,40,123,159,52,107,9,9,9,9,3,0.22,36,36,39,19,0
5,5,5,1,22,2,16,3,1,0,0,2,2,2,0,2,0,0,1,1,103,10,39,12,22,54,23,33,13,20,10,10,10,1,3,1.38,11,11,11,2,0
2,2,2,1,12,0,9,2,1,0,1,33,33,33,22,33,0,0,20,13,569,47,364,112,200,158,173,242,91,151,8,8,8,8,3,0.43,78,78,83,47,0
1,1,1,1,17,1,15,0,4,0,0,21,21,21,4,21,0,2,0,19,216,27,168,45,102,21,82,116,56,60,4,4,4,4,2,0.13,33,33,35,27,0
1,1,1,1,7,0,6,0,1,0,0,3,3,3,4,3,0,0,1,2,65,6,31,14,15,28,15,19,12,7,1,1,1,1,0,0.9,3,3,3,3,0
2,2,2,1,17,1,11,3,4,0,1,39,39,39,31,39,1,4,0,34,886,127,556,184,325,207,288,385,142,243,29,29,32,18,5,0.37,92,92,100,56,1
3,3,3,1,23,2,18,2,4,0,4,11,11,11,28,11,3,4,0,4,376,50,274,109,154,53,176,217,100,117,6,6,6,5,4,0.19,34,34,35,17,0
1,1,1,1,10,0,8,1,1,0,1,5,5,5,2,5,0,0,0,5,99,10,62,32,27,27,34,44,28,16,2,2,2,1,1,0.44,7,7,7,5,0
1,1,1,1,16,1,12,3,1,0,0,12,12,12,15,12,1,0,11,0,290,35,177,63,107,78,112,134,54,80,4,4,4,1,2,0.44,21,21,21,12,0
1,1,1,1,13,0,4,9,1,0,0,1,3,3,0,3,0,0,0,3,60,5,11,8,2,44,7,9,8,1,1,1,1,1,0,4,1,1,1,1,0
1,1,1,1,7,0,6,1,5,0,4,43,43,43,13,43,1,2,0,40,503,63,349,156,154,91,152,224,122,102,8,8,8,7,4,0.26,62,62,62,51,0
1,1,1,1,4,0,3,0,2,0,0,13,14,14,2,14,0,0,0,14,101,16,65,31,20,20,23,37,23,14,2,2,2,1,0,0.31,20,20,20,13,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,2,4,3,0,21,2,3,3,0,0,0,0,0,0,5.25,0,0,0,0,0
3,3,4,2,20,0,17,2,2,0,0,10,10,10,5,10,1,5,0,4,248,20,189,54,116,39,65,100,42,58,9,9,10,6,3,0.21,33,33,43,20,0
1,1,1,1,3,0,2,0,6,0,0,15,13,15,6,15,0,0,0,15,119,18,65,35,16,36,21,36,20,16,2,2,4,1,1,0.55,16,16,20,15,0
1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,35,3,9,6,1,23,5,7,6,1,1,1,1,1,0,2.56,1,1,1,1,0
2,2,2,1,11,2,8,0,1,0,0,6,6,6,2,6,0,1,3,2,125,26,67,28,32,32,32,48,26,22,5,5,7,3,2,0.48,13,13,15,8,0
3,3,4,1,28,3,22,3,1,0,0,6,6,6,5,6,0,2,0,4,246,27,173,90,88,47,91,116,73,43,9,9,11,1,3,0.27,22,22,24,6,1
5,4,5,2,25,1,19,4,3,2,0,22,22,20,6,22,3,3,0,16,668,58,471,120,295,145,204,338,129,209,74,65,82,33,5,0.31,116,107,129,54,1
2,2,2,1,8,0,7,0,1,0,3,12,12,12,3,12,0,2,6,4,181,27,117,44,57,38,55,85,43,42,5,5,7,3,2,0.32,27,27,31,14,0
3,3,3,2,13,1,12,0,1,1,0,3,3,2,1,3,1,0,0,2,83,10,53,28,28,20,35,46,28,18,5,5,6,5,2,0.38,10,10,11,7,0
2,2,3,1,9,1,8,0,1,0,0,4,4,4,0,4,0,0,0,4,74,10,40,15,22,24,22,34,14,20,4,4,7,3,1,0.6,9,9,13,6,0
3,3,3,2,17,4,13,0,1,1,0,3,3,2,0,3,0,1,0,2,100,17,58,26,28,25,28,39,26,13,5,5,5,5,4,0.43,11,9,11,7,0
1,1,1,1,8,0,7,0,3,0,0,11,11,11,11,11,2,0,1,8,148,18,111,54,47,20,62,80,46,34,4,4,5,3,2,0.18,15,15,16,13,0
2,2,2,1,11,0,10,0,7,1,5,22,22,21,15,22,4,8,3,7,345,42,269,118,137,35,136,189,92,97,7,7,8,1,2,0.13,45,45,50,22,0
1,1,1,1,3,0,3,0,2,0,1,6,6,6,1,6,1,0,0,5,71,10,36,21,10,25,13,21,16,5,1,1,1,1,0,0.69,6,6,6,6,0
2,2,2,2,9,2,6,0,1,0,0,4,4,4,0,4,0,0,3,1,79,15,40,20,14,24,17,26,17,9,5,5,7,5,4,0.6,8,8,10,8,0
4,4,5,3,25,1,20,3,4,1,0,19,19,18,7,19,5,3,0,11,521,46,387,97,259,88,164,269,101,168,13,13,15,8,3,0.23,94,94,105,69,0
0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,0,0,0,2,42,2,10,9,1,33,8,9,9,0,0,0,0,0,0,3.3,0,0,0,0,0
1,1,1,1,3,0,3,0,1,0,0,5,5,5,1,5,0,0,0,5,54,7,26,15,6,21,9,15,10,5,1,1,1,1,0,0.81,5,5,5,5,0
1,1,2,1,7,0,6,0,1,0,0,10,10,10,2,10,0,1,0,9,126,19,76,28,35,31,34,51,21,30,6,6,7,6,1,0.41,16,16,20,15,0
1,1,1,1,9,0,5,3,1,0,0,7,7,7,1,7,0,1,0,6,107,15,49,21,22,43,25,37,18,19,2,2,3,1,1,0.88,11,11,12,7,0
1,1,1,1,7,1,5,0,1,0,0,2,2,2,0,2,0,0,0,2,50,7,21,14,6,22,12,16,13,3,2,2,2,1,1,1.05,3,3,3,2,0
2,2,3,2,10,2,8,0,1,0,0,3,3,3,0,3,0,0,3,0,78,13,40,23,14,25,20,28,20,8,5,5,7,5,4,0.63,7,7,9,7,0
1,1,1,1,10,1,8,1,1,0,0,1,1,1,0,1,0,0,0,1,43,4,21,15,6,18,13,15,14,1,1,1,1,1,0,0.86,1,1,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,39,3,5,4,0,31,3,4,4,0,0,0,0,0,0,6.2,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,32,2,4,3,0,26,2,3,3,0,0,0,0,0,0,6.5,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,13,13,0,13,0,0,0,13,160,14,29,28,0,117,14,15,15,0,0,0,0,0,0,4.03,0,0,0,0,0
1,1,1,1,4,0,4,0,3,1,0,8,10,9,1,10,2,0,0,8,91,14,46,19,13,31,13,27,15,12,2,2,2,1,1,0.67,11,11,11,8,0
1,1,1,1,8,0,4,4,2,1,2,6,6,5,1,6,0,0,2,4,127,11,61,32,23,55,32,42,29,13,2,2,3,1,1,0.9,7,7,8,6,0
2,2,4,1,11,0,7,3,1,0,0,2,2,2,4,2,0,0,0,2,69,6,30,18,13,33,18,24,17,7,4,4,7,1,3,1.1,5,5,8,2,0
1,1,1,1,4,0,4,0,1,0,1,3,3,3,0,3,0,0,0,3,60,6,20,10,6,34,9,14,9,5,2,2,2,1,1,1.7,4,4,4,3,0
12,12,16,12,57,2,47,7,1,0,1,19,19,19,5,19,1,16,1,1,1144,78,916,36,650,151,431,671,37,634,122,122,122,122,3,0.16,240,240,321,232,0
1,1,2,1,5,0,4,0,1,0,0,3,3,3,1,3,0,0,0,3,51,6,21,9,8,24,11,17,7,10,2,2,3,1,1,1.14,5,5,7,3,0
3,3,4,2,12,1,11,0,1,0,0,4,4,4,2,4,0,0,0,4,86,10,56,14,29,20,23,39,13,26,11,11,15,7,3,0.36,14,14,18,10,0
1,1,1,1,7,0,6,1,1,0,2,7,7,7,5,7,5,2,0,0,100,10,57,26,29,33,33,44,26,18,3,3,5,3,2,0.58,10,10,13,9,0
1,1,1,1,5,0,5,0,1,0,1,7,7,7,3,7,0,1,0,6,80,9,51,18,22,20,22,34,14,20,3,3,3,1,2,0.39,11,11,11,7,0
1,1,1,1,3,0,3,0,1,0,0,9,9,9,2,9,0,0,0,9,79,11,48,25,14,20,20,30,17,13,1,1,1,1,0,0.42,9,9,9,9,0
2,2,2,1,9,0,9,1,2,2,4,30,32,30,6,32,1,2,4,25,422,45,315,89,199,73,167,236,65,171,11,11,11,11,3,0.23,72,69,80,46,0
